-0.000611646,6.32379867
0.015393391,6.689974696
0.037533347,7.15034188
0.057179193,7.550970377
0.080153107,7.993040174
0.098346578,8.321541494
0.121740521,8.709395183
0.146872564,9.048915323
0.168536785,9.36130546
0.192250059,9.644827165
0.218826235,9.921948297
0.239211541,10.16256245
0.268162723,10.33680029
0.294052767,10.52431339
0.325833212,10.65090252
0.349558456,10.75757874
0.375057854,10.79590316
0.404198494,10.86227948
0.431056728,10.81684331
0.456040518,10.78365515
0.479257697,10.70740141
0.504402863,10.59677421
0.529913354,10.47121234
0.554514922,10.31813195
0.579120029,10.11278021
0.602085863,9.905354217
0.627239828,9.664740061
0.651303182,9.389680618
0.675366958,9.108385823
0.698559025,8.788019514
0.71888558,8.461361981
0.739918676,8.102186197
0.759616526,7.734572017
0.778222481,7.351463883
0.796828812,6.962809024
0.813248762,6.581481022
0.828574798,6.214514802
0.842805669,5.880367983
0.857039213,5.50673779
0.872365949,5.129420024
0.885503377,4.802674692
0.898645138,4.411912335
0.911784484,4.05682612
0.923833437,3.664074982
0.936973146,3.303632254
0.950115916,2.897966269
0.962162791,2.535923397
0.973116928,2.170853642
0.984071065,1.805783888
0.994300393,1.384294262
1.000519419,1.004842971
1.000543157,0.654154753
